Folder	File	Sheet	Row	Column	Value	Annotation	header1
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	27	number of samples/experiments	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	28	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	29	pass number	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	30	culture medium composition	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	31	plate (e.g. 24 wells)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	32	volume incubation medium/well	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	33	seeding (cells number/well)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	34	preincubation time (h)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	35	exposure concentration (µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	36	calculated exposure concentration (µg/cm²)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	37	cyt b concentration (µg/cm²)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	38	reference (-ve)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	39	concentration (unit??)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	40	reference (+ve)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	41	concentration (unit??)	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	42	replication index	method and instrument information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	0	43	results	header0	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	43	number of cells scored	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	44	cytokinesis block replication index	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	45	number of cells scored	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	46	% micronucleus reference (-ve)	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	47	% micronucleus reference (+ve)	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	48	% micronucleus nm	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	49	values (%/control)	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	50	data range	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	0	51	sop	header0	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	Micronucleus	1	51	references to sops	sop	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	0	17	results	header0	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	17	size (nm)	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	2	17	ecd	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	3	17	feret min	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	3	18	feret max	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	19	shape	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	2	19	aspect ratio	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	20	surface topology	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	2	20	convexity	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	2	21	solidity	results	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	0	22	sop	header0	
JRCTEMPLATES	INVITRO_GENOTOXICITY.xlsx	TEM observation	1	22	references to sops	sop	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	17	size distribution	header1	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	27	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	28	culture medium composition	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	29	positive control apoptosis (ctrl 1)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	30	positive control necrosis    (ctrl 2)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	31	cell pass	method and instrument information	cell
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	32	plate (e.g. 24 wells)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	33	number cell per well	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	34	well volume (ml)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	35	incubation time with nm/ctrl (h)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	36	assay/method	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	37	kit provider (if available) (mg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	38	nm / ctrl concentration	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	0	39	results	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	39	%annexinv+pi-	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	40	%annexinv-pi+	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	41	%annexinv+pi+	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	42	%annexinv-pi-	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	0	43	sop	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	Apoptosis	1	43	references to sops	sop	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	17	size distribution	header1	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	27	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	28	culture medium composition	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	29	positive control (mg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	30	cell pass	method and instrument information	cell
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	31	plate (e.g. 24 wells)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	32	number cell per well	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	33	well volume (ml)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	34	incubation time with nm/ctrl (h)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	35	method (e.g. elisa)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	36	kit provider (if available)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	37	nm tested concentration (mg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	0	38	results	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	38	cytokine #1 (e.g. il-6)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	39	result (pg/ml)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	40	associated uncertainty (sd)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	41	cytokine #2 (e.g. tnfα)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	42	result (pg/ml)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	43	associated uncertainty (sd)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	44	cytokine #3 (e.g. il-10)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	45	result (pg/ml)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	46	associated uncertainty (sd)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	47	cytokine #4 (e.g. il-12)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	48	result (pg/ml)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	49	associated uncertainty (sd)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	0	50	sop	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	cytokine secretion	1	50	references to sops	sop	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	17	size distribution	header1	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	27	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	28	culture medium composition	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	29	positive control (mg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	30	cell pass	method and instrument information	cell
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	31	plate (e.g. 24 wells)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	32	number cell per well	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	33	well volume (ml)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	34	incubation time with nm/ctrl (h)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	35	method (e.g. greiss reagent)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	36	nm tested concentration (mg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	37	number of replicates	method and instrument information	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	0	38	results	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	38	mean value of no (μm)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	39	associated uncertainty  (sd)	results	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	0	40	sop	header0	
JRCTEMPLATES	INVITRO_IMMUNOTOX.xlsx	NO production	1	40	references to sops	sop	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	10	reporting organisation	sample information	
